"time","target","actual","min","max"
"0.0","0.0","0.0","0","1.0"
"0.1","0.0","0.0","0","1.0"
"0.2","0.0","0.0","0","1.0"
"0.3","0.0","0.0","0","1.0"
"0.4","0.0","0.0","0","1.0"
"0.5","0.0","0.0","0","1.0"
"0.6","0.0","0.0","0","1.0"
"0.7","0.0","0.0","0","1.0"
"0.8","0.0","0.0","0","1.0"
"0.9","0.0","0.0","0","1.0"
"1.0","0.0","0.0","0","1.0"
"1.1","0.0","0.0","0","1.0"
"1.2","0.0","0.0","0","1.0"
"1.3","0.0","0.0","0","1.0"
"1.4","0.0","0.0","0","1.0"
"1.5","0.0","0.0","0","1.0"
"1.6","0.0","0.0","0","1.0"
"1.7","0.0","0.0","0","1.0"
"1.8","0.0","0.0","0","1.0"
"1.9","0.0","0.0","0","1.0"
"2.0","0.0","0.0","0","1.0"
"2.1","0.0","0.0","0","1.0"
"2.2","0.0","0.0","0","1.0"
"2.3","0.0","0.0","0","1.0"
"2.4","0.0","0.0","0","1.0"
"2.5","0.0","0.0","0","1.0"
"2.6","0.0","0.0","0","1.0"
"2.7","0.0","0.0","0","1.0"
"2.8","0.0","0.0","0","1.0"
"2.9","0.0","0.0","0","1.0"
"3.0","0.0","0.0","0","1.0"
"3.1","0.0","0.0","0","1.0"
"3.2","0.0","0.0","0","1.0"
"3.3","0.0","0.0","0","1.0"
"3.4","0.0","0.0","0","1.0"
"3.5","0.0","0.0","0","1.0"
"3.6","0.0","0.0","0","1.0"
"3.7","0.0","0.0","0","1.0"
"3.8","0.0","0.0","0","1.0"
"3.9","0.0","0.0","0","1.0"
"4.0","0.0","0.0","0","1.0"
"4.1","0.0","0.0","0","1.0"
"4.2","0.0","0.0","0","1.0"
"4.3","0.0","0.0","0","1.0"
"4.4","0.0","0.0","0","1.0"
"4.5","0.0","0.0","0","1.0"
"4.6","0.0","0.0","0","1.0"
"4.7","0.0","0.0","0","1.0"
"4.8","0.0","0.0","0","1.0"
"4.9","0.0","0.0","0","1.0"
"5.0","0.0","0.0","0","1.0"
"5.1","0.0","0.0","0","1.0"
"5.2","0.0","0.0","0","1.0"
"5.3","0.0","0.0","0","1.0"
"5.4","0.0","0.0","0","1.0"
"5.5","0.0","0.0","0","1.0"
"5.6","0.0","0.0","0","1.0"
"5.7","0.0","0.0","0","1.0"
"5.8","0.0","0.0","0","1.0"
"5.9","0.0","0.0","0","1.0"
"6.0","0.0","0.0","0","1.0"
"6.1","0.0","0.0","0","1.0"
"6.2","0.0","0.0","0","1.0"
"6.3","0.0","0.0","0","1.0"
"6.4","0.0","0.0","0","1.0"
"6.5","0.0","0.0","0","1.0"
"6.6","0.0","0.0","0","1.0"
"6.7","0.0","0.0","0","1.0"
"6.8","0.0","0.0","0","1.0"
"6.9","0.0","0.0","0","1.0"
"7.0","0.0","0.0","0","1.0"
"7.1","0.0","0.0","0","1.0"
"7.2","0.0","0.0","0","1.0"
"7.3","0.0","0.0","0","1.0"
"7.4","0.0","0.0","0","1.0"
"7.5","0.0","0.0","0","1.0"
"7.6","0.0","0.0","0","1.0"
"7.7","0.0","0.0","0","1.0"
"7.8","0.0","0.0","0","1.0"
"7.9","0.0","0.0","0","1.0"
"8.0","0.0","0.0","0","1.0"
"8.1","0.0","0.0","0","1.0"
"8.2","0.0","0.0","0","1.0"
"8.3","0.0","0.0","0","1.0"
"8.4","0.0","0.0","0","1.0"
"8.5","0.0","0.0","0","1.0"
"8.6","0.0","0.0","0","1.0"
"8.7","0.0","0.0","0","1.0"
"8.8","0.0","0.0","0","1.0"
"8.9","0.0","0.0","0","1.0"
"9.0","0.0","0.0","0","1.0"
"9.1","0.0","0.0","0","1.0"
"9.2","0.0","0.0","0","1.0"
"9.3","0.0","0.0","0","1.0"
"9.4","0.0","0.0","0","1.0"
"9.5","0.0","0.0","0","1.0"
"9.6","0.0","0.0","0","1.0"
"9.7","0.0","0.0","0","1.0"
"9.8","0.0","0.0","0","1.0"
"9.9","0.0","0.0","0","1.0"
"10.0","0.0","0.0","0","1.0"
"10.1","0.0","0.0","0","1.0"
"10.2","0.0","0.0","0","1.0"
"10.3","0.0","0.0","0","1.0"
"10.4","0.0","0.0","0","1.0"
"10.5","0.0","0.0","0","1.0"
"10.6","0.0","0.0","0","1.0"
"10.7","0.0","0.0","0","1.0"
"10.8","0.0","0.0","0","1.0"
"10.9","0.0","0.0","0","1.0"
"11.0","0.0","0.0","0","1.0"
"11.1","0.0","0.0","0","1.0"
"11.2","0.0","0.0","0","1.0"
"11.3","0.0","0.0","0","1.0"
"11.4","0.0","0.0","0","1.0"
"11.5","0.0","0.0","0","1.0"
"11.6","0.0","0.0","0","1.0"
"11.7","0.0","0.0","0","1.0"
"11.8","0.0","0.0","0","1.0"
"11.9","0.0","0.0","0","1.0"
"12.0","0.0","0.0","0","1.0"
"12.1","0.0","0.0","0","1.0"
"12.2","0.0","0.0","0","1.0"
"12.3","0.0","0.0","0","1.0"
"12.4","0.0","0.0","0","1.0"
"12.5","0.0","0.0","0","1.0"
"12.6","0.0","0.0","0","1.0"
"12.7","0.0","0.0","0","1.0"
"12.8","0.0","0.0","0","1.0"
"12.9","0.0","0.0","0","1.0"
"13.0","0.0","0.0","0","1.0"
"13.1","0.0","0.0","0","1.0"
"13.2","0.0","0.0","0","1.0"
"13.3","0.0","0.0","0","1.0"
"13.4","0.0","0.0","0","1.0"
"13.5","0.0","0.0","0","1.0"
"13.6","0.0","0.0","0","1.0"
"13.7","0.0","0.0","0","1.0"
"13.8","0.0","0.0","0","1.0"
"13.9","0.0","0.0","0","1.0"
"14.0","0.0","0.0","0","1.0"
"14.1","0.0","0.0","0","1.0"
"14.2","0.0","0.0","0","1.0"
"14.3","0.0","0.0","0","1.0"
"14.4","0.0","0.0","0","1.0"
"14.5","0.0","0.0","0","1.0"
"14.6","0.0","0.0","0","1.0"
"14.7","0.0","0.0","0","1.0"
"14.8","0.0","0.0","0","1.0"
"14.9","0.0","0.0","0","1.0"
"15.0","0.0","0.0","0","1.0"
"15.1","0.0","0.0","0","1.0"
"15.2","0.0","0.0","0","1.0"
"15.3","0.0","0.0","0","1.0"
"15.4","0.0","0.0","0","1.0"
"15.5","0.0","0.0","0","1.0"
"15.6","0.0","0.0","0","1.0"
"15.7","0.0","0.0","0","1.0"
"15.8","0.0","0.0","0","1.0"
"15.9","0.0","0.0","0","1.0"
"16.0","0.0","0.0","0","1.0"
"16.1","0.0","0.0","0","1.0"
"16.2","0.0","0.0","0","1.0"
"16.3","0.0","0.0","0","1.0"
"16.4","0.0","0.0","0","1.0"
"16.5","0.0","0.0","0","1.0"
"16.6","0.0","0.0","0","1.0"
"16.7","0.0","0.0","0","1.0"
"16.8","0.0","0.0","0","1.0"
"16.9","0.0","0.0","0","1.0"
"17.0","0.0","0.0","0","1.0"
"17.1","0.0","0.0","0","1.0"
"17.2","0.0","0.0","0","1.0"
"17.3","0.0","0.0","0","1.0"
"17.4","0.0","0.0","0","1.0"
"17.5","0.0","0.0","0","1.0"
"17.6","0.0","0.0","0","1.0"
"17.7","0.0","0.0","0","1.0"
"17.8","0.0","0.0","0","1.0"
"17.9","0.0","0.0","0","1.0"
"18.0","0.0","0.0","0","1.0"
"18.1","0.0","0.0","0","1.0"
"18.2","0.0","0.0","0","1.0"
"18.3","0.0","0.0","0","1.0"
"18.4","0.0","0.0","0","1.0"
"18.5","0.0","0.0","0","1.0"
"18.6","0.0","0.0","0","1.0"
"18.7","0.0","0.0","0","1.0"
"18.8","0.0","0.0","0","1.0"
"18.9","0.0","0.0","0","1.0"
"19.0","0.0","0.0","0","1.0"
"19.1","0.0","0.0","0","1.0"
"19.2","0.0","0.0","0","1.0"
"19.3","0.0","0.0","0","1.0"
"19.4","0.0","0.0","0","1.0"
"19.5","0.0","0.0","0","1.0"
"19.6","0.0","0.0","0","1.0"
"19.7","0.0","0.0","0","1.0"
"19.8","0.0","0.0","0","1.0"
"19.9","0.0","0.0","0","1.0"
"20.0","0.0","0.0","0","1.0"
"20.1","0.30000000000000004","0.4654263332391324","0","1.3"
"20.2","0.6000000000000001","0.6894216137548633","0","1.6"
"20.3","0.8999999999999999","1.0191427289165393","0","1.9"
"20.4","1.2000000000000002","1.3277206933698313","0.20000000000000018","2.2"
"20.5","1.5","1.6415277652747478","0.5","2.5"
"20.6","1.7999999999999998","1.9546206302740994","0.7999999999999998","2.8"
"20.7","2.0999999999999996","2.267281448920907","1.0999999999999996","3.0999999999999996"
"20.8","2.4000000000000004","2.5792260229264423","1.4000000000000004","3.4000000000000004"
"20.9","2.7","2.8903650294959613","1.7000000000000002","3.7"
"21.0","3.0","3.2006676710292745","2.0","4.0"
"21.1","3.29","3.4989125622940502","2.29","4.29"
"21.2","3.58","3.7968171909940054","2.58","4.58"
"21.3","3.87","4.094008149940209","2.87","4.87"
"21.4","4.16","4.390544775590756","3.16","5.16"
"21.5","4.45","4.686475368913006","3.45","5.45"
"21.6","4.74","4.98184787292633","3.74","5.74"
